graph algo p k cores repeat v local_e cross_e read_time running_time rounds matching_size matching_weight
fbA MRepLM random 16 8 1 357059 5383848 37673663 3.134254 30.162263 538 62616 47847416673.00
fbA MRepLM random 16 8 2 357059 5383808 37673703 3.108160 27.996203 540 62615 47847421052.00
fbA MRepLM random 32 1 0 357059 43057511 0 4.970049 270.953405 1136 120250 79337836537.00
fbA MRepLM random 32 1 1 357059 43057511 0 12.528583 406.210793 1142 120245 79337826719.00
fbA MRepLM random 32 1 2 357059 43057511 0 10.673603 395.683237 1151 120234 79337833562.00
fbA MRepLM random 32 16 0 357059 2693549 40363962 2.606958 32.473452 1136 120250 79337836537.00
fbA MRepLM random 32 16 1 357059 2693409 40364102 2.625492 32.417035 1142 120245 79337826719.00
fbA MRepLM random 32 16 2 357059 2693762 40363749 2.630324 32.293432 1151 120234 79337833562.00
fbA MRepLM random 32 32 0 357059 1347533 41709978 3.368827 37.242975 1136 120250 79337836537.00
fbA MRepLM random 32 32 1 357059 1346507 41711004 2.581380 38.532848 1142 120245 79337826719.00
fbA MRepLM random 32 32 2 357059 1346563 41710948 2.685034 28.997691 1151 120234 79337833562.00
fbA MRepLM random 32 4 0 357059 10763443 32294068 4.009466 99.993842 1136 120250 79337836537.00
fbA MRepLM random 32 4 1 357059 10771595 32285916 3.605425 98.417475 1142 120245 79337826719.00
fbA MRepLM random 32 4 2 357059 10764721 32292790 3.605484 102.788547 1151 120234 79337833562.00
fbA MRepLM random 32 8 0 357059 5384110 37673401 3.155019 53.889260 1136 120250 79337836537.00
fbA MRepLM random 32 8 1 357059 5383848 37673663 3.095042 56.720086 1142 120245 79337826719.00
fbA MRepLM random 32 8 2 357059 5383808 37673703 3.071594 61.219726 1151 120234 79337833562.00
fbA MRepLM random 4 1 0 357059 43057511 0 5.896671 36.207432 103 16318 17915566457.00
fbA MRepLM random 4 1 1 357059 43057511 0 10.315490 35.526378 107 16320 17915564289.00
fbA MRepLM random 4 1 2 357059 43057511 0 12.267675 34.414389 106 16324 17915560919.00
fbA MRepLM random 4 16 0 357059 2693549 40363962 2.612718 3.058535 103 16318 17915566457.00
fbA MRepLM random 4 16 1 357059 2693409 40364102 2.582937 3.056518 107 16320 17915564289.00
fbA MRepLM random 4 16 2 357059 2693762 40363749 2.628438 3.137312 106 16324 17915560919.00
fbA MRepLM random 4 32 0 357059 1347533 41709978 2.608546 2.705552 103 16318 17915566457.00
fbA MRepLM random 4 32 1 357059 1346507 41711004 3.700024 3.331955 107 16320 17915564289.00
fbA MRepLM random 4 32 2 357059 1346563 41710948 3.369794 3.154042 106 16324 17915560919.00
fbA MRepLM random 4 4 0 357059 10763443 32294068 3.656593 12.147066 103 16318 17915566457.00
fbA MRepLM random 4 4 1 357059 10771595 32285916 4.916357 12.611898 107 16320 17915564289.00
fbA MRepLM random 4 4 2 357059 10764721 32292790 3.826939 12.983626 106 16324 17915560919.00
fbA MRepLM random 4 8 0 357059 5384110 37673401 3.126097 5.127171 103 16318 17915566457.00
fbA MRepLM random 4 8 1 357059 5383848 37673663 3.220113 5.483092 107 16320 17915564289.00
fbA MRepLM random 4 8 2 357059 5383808 37673703 3.198403 5.701153 106 16324 17915560919.00
fbA MRepLM random 8 1 0 357059 43057511 0 11.653843 97.634230 235 32302 29135365247.00
